,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,age
17150,High School,Skilled Manual,M,M,0,0,0,0,10.9602703949,0,17.0
17151,Bachelors,Management,F,S,1,1,0,0,11.5500285529,0,31.0
17152,Partial College,Skilled Manual,M,S,0,1,0,0,11.029552868,0,31.0
17153,Graduate Degree,Professional,F,M,1,1,1,2,11.7621966962,1,38.0
17154,Bachelors,Manual,M,M,0,1,1,2,10.370612041,1,31.0
17155,Graduate Degree,Professional,M,M,1,2,0,0,11.8394844415,0,23.0
17156,High School,Skilled Manual,M,S,0,0,0,0,10.97900179,1,31.0
17157,High School,Skilled Manual,F,S,0,2,0,0,11.0155424169,1,23.0
17158,Partial High School,Manual,M,M,1,1,2,2,10.1783503075,0,49.0
17159,Bachelors,Manual,M,M,1,1,1,2,10.3744906821,0,49.0
17160,High School,Manual,M,M,1,0,0,2,10.264303909,0,47.0
17161,Partial College,Skilled Manual,M,S,0,1,0,0,10.8836165604,1,38.0
17162,Bachelors,Skilled Manual,F,M,1,2,1,2,10.9618505993,1,56.0
17163,Partial College,Clerical,F,S,0,3,0,0,11.3519347789,1,26.0
17164,High School,Skilled Manual,F,S,1,2,0,1,10.8450560916,0,51.0
17165,High School,Skilled Manual,M,M,0,1,0,0,10.8706805023,0,20.0
17166,Partial High School,Skilled Manual,F,S,1,1,0,0,10.9261722659,0,47.0
17167,High School,Skilled Manual,F,S,0,1,0,0,10.8656308046,0,22.0
17168,High School,Skilled Manual,M,S,0,1,0,0,10.8486183818,1,26.0
17169,High School,Clerical,M,M,1,2,1,1,11.2850080368,1,45.0
17170,High School,Manual,M,S,0,0,0,0,10.4385764284,1,37.0
17171,Partial College,Skilled Manual,M,S,1,0,0,0,11.0335823583,1,45.0
17172,Partial College,Manual,F,M,0,0,0,0,10.2059597105,0,20.0
17173,Partial College,Skilled Manual,M,M,1,0,1,2,10.8585758311,1,45.0
17174,Bachelors,Professional,M,S,1,1,0,0,11.7936735528,0,32.0
17175,Graduate Degree,Clerical,M,M,1,3,1,2,11.3625908281,1,25.0
17176,Partial College,Skilled Manual,M,M,1,1,2,2,10.9574859443,1,41.0
17177,High School,Manual,F,S,0,1,0,0,10.2360951883,0,17.0
17178,High School,Clerical,F,M,1,1,0,1,11.3416031936,0,25.0
17179,Bachelors,Skilled Manual,F,S,1,1,1,1,11.0089430397,0,51.0
17180,Bachelors,Clerical,F,M,1,1,1,1,11.3508299752,0,48.0
17181,Partial College,Manual,F,M,1,0,0,2,10.1468258111,0,35.0
17182,Partial College,Clerical,M,M,1,3,0,1,11.370843333,0,36.0
17183,Partial High School,Manual,M,S,0,1,0,0,10.3753020412,0,18.0
17184,Graduate Degree,Management,M,S,0,1,0,0,11.568038455,0,27.0
17185,High School,Skilled Manual,M,M,1,1,1,1,10.9888119469,1,34.0
17186,Graduate Degree,Professional,F,M,1,2,1,2,11.8332828376,1,35.0
17187,Bachelors,Clerical,M,S,1,2,0,0,11.2518463743,1,37.0
17188,Graduate Degree,Manual,F,M,0,0,1,2,10.4403609678,1,24.0
17189,High School,Clerical,M,M,0,3,0,0,11.3538242179,1,20.0
17190,Partial College,Management,M,S,1,2,0,1,11.6293297728,0,54.0
17191,Partial High School,Skilled Manual,M,M,0,2,0,0,10.8921919649,1,22.0
17192,Bachelors,Clerical,F,S,1,3,0,0,11.3147793578,0,35.0
17193,Partial College,Management,M,M,1,2,1,2,11.6288400896,1,45.0
17194,Bachelors,Management,F,S,1,2,0,0,11.5339822075,0,31.0
17195,High School,Skilled Manual,M,M,1,1,1,2,11.028368447,1,49.0
17196,High School,Skilled Manual,M,S,0,1,0,0,10.995108794,1,27.0
17197,Bachelors,Clerical,M,S,1,1,0,0,11.3012162913,1,35.0
17198,Graduate Degree,Clerical,M,M,1,1,0,1,11.2821276947,1,26.0
17199,Graduate Degree,Management,F,M,1,0,2,2,11.5574493988,1,35.0
17200,Partial High School,Skilled Manual,M,S,0,1,0,0,11.0279787417,0,19.0
17201,High School,Skilled Manual,M,S,0,1,0,0,10.9118650929,1,38.0
17202,High School,Skilled Manual,F,M,1,1,1,2,10.9074227943,1,44.0
17203,Bachelors,Skilled Manual,M,S,0,1,0,0,10.968060349,1,34.0
17204,Partial College,Manual,M,M,1,0,0,2,10.3425486101,0,36.0
17205,Partial College,Clerical,F,M,1,3,0,2,11.365909274,0,44.0
17206,Partial College,Clerical,F,M,1,3,1,2,11.3189644315,1,39.0
17207,High School,Clerical,M,M,1,3,0,2,11.2575298629,1,45.0
17208,Partial College,Clerical,F,S,0,3,0,0,11.2644641057,0,19.0
17209,High School,Skilled Manual,M,S,0,1,0,0,11.0408877684,0,31.0
17210,Bachelors,Clerical,M,S,0,1,0,0,11.3088121839,0,20.0
17211,Partial College,Management,M,M,1,3,1,2,11.6307707209,1,29.0
17212,High School,Manual,F,S,0,1,0,0,10.4431338421,0,18.0
17213,Bachelors,Professional,F,M,1,1,1,1,11.8363052251,1,31.0
17214,Partial College,Clerical,F,M,1,3,1,2,11.3412826865,1,41.0
17215,Graduate Degree,Management,F,S,1,0,0,1,11.6292229533,0,59.0
17216,High School,Skilled Manual,M,M,1,2,0,2,10.984444906,0,35.0
17217,Bachelors,Skilled Manual,F,M,0,2,1,1,10.9303889937,1,26.0
17218,Bachelors,Skilled Manual,M,M,0,1,0,1,10.8672723709,1,28.0
17219,Graduate Degree,Clerical,F,S,1,0,0,0,11.2903692411,1,41.0
17220,Bachelors,Clerical,M,M,1,2,0,2,11.2977376824,0,56.0
17221,Partial College,Manual,M,S,0,0,0,0,10.4658139492,1,24.0
17222,High School,Skilled Manual,F,M,1,1,2,2,10.8863522327,1,41.0
17223,Graduate Degree,Professional,M,S,1,2,0,0,11.7899812782,1,30.0
17224,Partial High School,Manual,F,S,0,1,0,0,10.4061701114,0,24.0
17225,Graduate Degree,Professional,F,S,1,2,0,0,11.7849125124,0,25.0
17226,Bachelors,Management,M,M,1,1,0,2,11.6146062186,0,29.0
17227,Bachelors,Clerical,F,S,0,1,0,0,11.2714524507,0,28.0
17228,Graduate Degree,Manual,F,M,1,0,0,2,10.16696658,0,61.0
17229,Partial College,Skilled Manual,F,S,0,0,0,0,10.8452510804,0,32.0
17230,Partial High School,Skilled Manual,M,M,1,2,0,2,11.0180059982,0,47.0
17231,Bachelors,Clerical,F,M,1,2,1,2,11.3079287591,1,34.0
17232,Graduate Degree,Professional,M,S,1,2,0,0,11.8135780554,1,27.0
17233,Partial College,Clerical,F,M,1,1,0,2,11.2778105419,1,40.0
17234,High School,Clerical,M,S,1,2,0,0,11.2875419067,1,40.0
17235,Partial College,Clerical,M,S,1,2,0,0,11.316691579,1,44.0
17236,Partial College,Skilled Manual,F,S,1,1,0,1,11.0317557261,0,64.0
17237,Partial High School,Skilled Manual,M,S,1,2,0,0,10.9745744701,1,41.0
17238,Partial College,Skilled Manual,F,S,0,1,0,0,10.8600369203,0,18.0
17239,Graduate Degree,Skilled Manual,M,M,0,0,0,0,10.9038620468,0,24.0
17240,Partial High School,Manual,F,S,0,1,0,0,10.347692489,0,41.0
17241,Bachelors,Management,F,M,1,1,0,0,11.5840547194,1,22.0
17242,High School,Skilled Manual,M,M,1,2,1,2,10.9371345624,1,45.0
17243,Partial High School,Skilled Manual,M,S,1,2,0,1,10.9047993487,0,51.0
17244,Bachelors,Clerical,F,M,1,1,0,2,11.2782279226,0,53.0
17245,Partial College,Manual,M,M,1,0,0,2,10.2757405264,0,34.0
17246,Graduate Degree,Professional,F,M,1,1,0,2,11.813992557,0,25.0
17247,Partial College,Clerical,F,S,0,2,0,0,11.3668123968,0,20.0
17248,High School,Skilled Manual,F,S,1,2,0,1,10.932892661,1,49.0
17249,Bachelors,Management,M,S,0,3,0,0,11.5586538037,1,16.0
17250,Bachelors,Skilled Manual,M,M,1,1,0,2,11.0111752019,1,29.0
17251,Partial High School,Skilled Manual,M,S,0,1,0,0,10.9247687316,0,21.0
17252,Partial College,Manual,F,M,1,0,0,2,10.1565393596,0,42.0
17253,Bachelors,Skilled Manual,F,S,0,0,0,0,10.914997551,1,28.0
17254,Partial College,Clerical,M,M,1,1,0,2,11.2859244833,1,36.0
17255,Graduate Degree,Clerical,F,M,1,3,0,1,11.3402254721,1,28.0
17256,Bachelors,Clerical,F,S,0,3,0,0,11.328521742,1,29.0
17257,Bachelors,Clerical,F,M,1,0,0,1,11.3209656086,1,25.0
17258,Partial College,Skilled Manual,F,M,1,1,0,1,10.8631250889,1,41.0
17259,Partial High School,Manual,M,M,1,0,1,2,10.37164573,0,40.0
17260,Bachelors,Skilled Manual,M,S,0,1,0,0,11.0439772785,0,22.0
17261,Bachelors,Management,F,M,1,1,0,3,11.6216543015,0,67.0
17262,Partial College,Manual,F,M,1,1,1,1,10.3813353358,1,40.0
17263,Partial College,Skilled Manual,F,M,1,1,1,1,11.0338891637,1,39.0
17264,Partial College,Skilled Manual,M,M,0,0,0,0,10.900030201,0,22.0
17265,Bachelors,Management,F,S,1,1,0,0,11.5720242174,0,29.0
17266,Partial College,Management,M,M,1,2,1,2,11.6133317286,1,41.0
17267,Partial College,Skilled Manual,M,M,1,1,1,2,10.8783301714,1,43.0
17268,Partial College,Skilled Manual,F,S,0,1,0,0,11.018711107,0,34.0
17269,Bachelors,Professional,M,M,1,2,0,0,11.8358709114,0,27.0
17270,Partial High School,Skilled Manual,F,S,1,2,0,0,10.8396789461,0,41.0
17271,Partial College,Clerical,M,M,1,2,1,2,11.3595411581,1,40.0
17272,Bachelors,Manual,M,S,0,1,0,0,10.3449309433,0,30.0
17273,Partial High School,Skilled Manual,F,M,1,0,1,2,11.0014829843,1,49.0
17274,Bachelors,Skilled Manual,F,M,1,1,2,2,10.9803142491,1,36.0
17275,Graduate Degree,Skilled Manual,F,S,0,1,0,0,11.0183176192,0,27.0
17276,Graduate Degree,Professional,M,S,1,2,0,1,11.7869674327,0,67.0
17277,High School,Manual,F,S,0,1,0,0,10.213909112,0,22.0
17278,Graduate Degree,Skilled Manual,F,S,0,1,0,0,10.840893775,0,34.0
17279,Partial College,Clerical,F,S,1,3,0,0,11.3002890202,1,42.0
17280,High School,Clerical,F,S,1,1,0,0,11.3618002039,0,36.0
17281,Graduate Degree,Clerical,F,S,0,1,0,0,11.2624749491,0,32.0
17282,Bachelors,Skilled Manual,M,M,0,1,1,1,10.9684741136,1,26.0
17283,High School,Skilled Manual,M,M,1,1,1,2,10.9396214188,1,40.0
17284,Bachelors,Management,F,S,1,2,0,0,11.5841944109,1,31.0
17285,Bachelors,Skilled Manual,M,M,0,0,0,0,10.9695077766,1,21.0
17286,Partial College,Management,M,M,1,0,2,2,11.5657550786,1,44.0
17287,Partial College,Skilled Manual,M,M,0,0,0,0,10.8931216786,0,22.0
17288,Partial College,Skilled Manual,M,M,1,1,0,2,10.8774621157,0,41.0
17289,Bachelors,Clerical,F,M,1,2,1,2,11.3394645366,1,29.0
17290,Bachelors,Professional,F,S,1,3,0,0,11.8059681437,1,32.0
17291,Graduate Degree,Clerical,F,M,1,2,0,2,11.295801261,1,31.0
17292,Bachelors,Management,F,M,1,0,1,1,11.6019980495,1,38.0
17293,Partial College,Skilled Manual,M,S,0,1,0,0,11.0343088502,0,16.0
17294,Bachelors,Management,M,S,0,0,0,0,11.5868262728,0,23.0
17295,High School,Clerical,M,M,1,0,0,2,11.2733221926,0,43.0
17296,High School,Clerical,F,S,0,1,0,0,11.2464959486,0,18.0
17297,Partial College,Skilled Manual,F,M,1,2,2,2,10.9540469052,1,46.0
17298,Bachelors,Clerical,M,S,1,2,0,0,11.2533772318,1,34.0
17299,Partial High School,Manual,M,M,1,1,0,2,10.338996782,0,49.0
17300,Partial College,Clerical,M,M,1,3,1,1,11.308971608,1,35.0
17301,Partial College,Clerical,F,S,0,2,0,0,11.3420778302,1,24.0
17302,Bachelors,Professional,F,S,1,2,0,0,11.7931296476,1,29.0
17303,Partial College,Clerical,F,M,1,1,1,2,11.2939482225,1,36.0
17304,Graduate Degree,Skilled Manual,M,M,0,1,1,1,10.9167960963,1,25.0
17305,Partial College,Clerical,M,M,0,2,0,0,11.365978774,1,17.0
17306,High School,Clerical,F,M,1,2,1,1,11.3756614003,1,42.0
17307,Partial College,Clerical,F,S,0,1,0,0,11.2666284285,0,26.0
17308,High School,Skilled Manual,F,M,1,1,1,2,11.0268249736,1,47.0
17309,Graduate Degree,Skilled Manual,F,M,1,2,0,1,10.9116826711,1,30.0
17310,Graduate Degree,Management,F,M,1,1,0,2,11.595969817,1,31.0
17311,Bachelors,Clerical,M,M,1,1,1,2,11.3261017888,1,34.0
17312,High School,Clerical,M,S,1,1,0,0,11.2571295814,0,45.0
17313,Bachelors,Management,F,S,0,3,0,0,11.6222640576,0,24.0
17314,Graduate Degree,Professional,F,M,1,3,0,0,11.7855903417,1,27.0
17315,High School,Manual,F,M,0,1,0,0,10.4452302789,0,21.0
17316,High School,Manual,F,M,1,0,0,2,10.487098846,1,41.0
17317,Graduate Degree,Professional,F,S,1,2,0,0,11.7971716415,1,37.0
17318,Bachelors,Skilled Manual,M,S,0,0,0,0,10.8680540306,0,33.0
17319,Partial College,Management,M,S,1,2,0,0,11.5974320409,1,36.0
17320,Partial High School,Skilled Manual,M,M,1,2,1,2,10.8830722814,1,49.0
17321,Bachelors,Clerical,F,S,0,2,0,0,11.3488877356,1,20.0
17322,Bachelors,Management,F,M,1,0,0,2,11.5771389333,0,37.0
17323,Bachelors,Professional,F,M,1,2,0,2,11.8172950236,0,24.0
17324,Partial College,Skilled Manual,M,M,1,1,0,2,10.8899384743,0,42.0
17325,Partial College,Skilled Manual,M,M,1,1,1,1,10.8566115345,1,39.0
17326,Graduate Degree,Management,F,M,1,3,0,2,11.5989930634,1,54.0
17327,Partial College,Clerical,F,M,1,2,1,1,11.2496627971,1,39.0
17328,Bachelors,Clerical,M,M,1,1,1,1,11.3356989066,0,30.0
17329,High School,Skilled Manual,F,S,1,1,0,0,10.9118286112,0,47.0
17330,Bachelors,Management,M,S,1,0,1,1,11.5661439051,1,51.0
17331,Partial College,Skilled Manual,M,S,0,1,0,0,11.0201198348,1,29.0
17332,High School,Clerical,F,S,0,2,0,0,11.2616396077,1,24.0
17333,Bachelors,Skilled Manual,F,M,0,1,0,0,11.0270038136,0,22.0
17334,High School,Manual,F,M,1,0,1,2,10.1760686775,0,43.0
17335,Bachelors,Clerical,M,S,0,2,0,0,11.3134007793,1,32.0
17336,Partial College,Skilled Manual,F,M,0,1,0,0,10.9625097265,0,21.0
17337,Graduate Degree,Professional,F,S,1,1,1,1,11.7769268502,0,55.0
17338,Bachelors,Skilled Manual,M,S,0,0,0,0,10.8970726033,1,29.0
17339,Bachelors,Clerical,M,M,1,2,1,1,11.3707626428,1,26.0
17340,Bachelors,Management,F,M,1,1,0,1,11.595813352,0,26.0
17341,High School,Manual,M,M,1,1,1,2,10.1791096955,0,36.0
17342,Partial College,Clerical,F,S,1,1,0,0,11.3409026932,0,47.0
17343,Bachelors,Manual,F,M,1,0,0,3,10.4843894607,0,54.0
17344,Graduate Degree,Skilled Manual,F,S,0,2,0,0,11.0113733754,1,27.0
17345,Bachelors,Management,M,S,1,3,0,0,11.6280739221,1,35.0
17346,Partial College,Clerical,F,M,1,1,2,2,11.2865642425,0,50.0
17347,Partial College,Management,F,M,1,2,1,1,11.5846599082,1,25.0
17348,Graduate Degree,Professional,F,M,1,3,0,2,11.8086798683,1,37.0
17349,Partial High School,Skilled Manual,M,M,1,2,1,2,10.9839698143,1,52.0
17350,Partial High School,Skilled Manual,M,S,1,1,0,0,10.9941180715,1,41.0
17351,Graduate Degree,Skilled Manual,M,S,1,1,1,1,10.9291527334,1,58.0
17352,Bachelors,Clerical,M,M,1,2,0,1,11.327366674,1,28.0
17353,Partial College,Manual,F,M,0,0,1,2,10.4400101624,1,25.0
17354,High School,Skilled Manual,M,S,0,1,0,0,10.9462699562,1,36.0
17355,Graduate Degree,Professional,F,M,1,1,0,0,11.7799787189,0,23.0
17356,Partial College,Management,F,M,1,3,0,2,11.6232854624,1,35.0
17357,Graduate Degree,Professional,F,M,1,2,0,0,11.8136224745,0,24.0
17358,Partial College,Clerical,F,S,1,0,0,0,11.3050768475,0,48.0
17359,Graduate Degree,Management,M,S,1,1,0,0,11.5431733501,0,31.0
17360,Partial College,Skilled Manual,F,M,1,1,1,1,10.91197453,1,35.0
17361,Graduate Degree,Management,M,M,1,2,1,2,11.595785738,1,29.0
17362,Graduate Degree,Professional,M,S,1,3,1,1,11.8221512951,1,57.0
17363,High School,Skilled Manual,F,M,1,1,0,2,10.9058642333,1,51.0
17364,Partial High School,Manual,F,S,0,1,0,0,10.202257922,0,22.0
17365,High School,Skilled Manual,M,S,1,2,0,0,11.0305901116,1,42.0
17366,Graduate Degree,Management,F,S,1,2,0,0,11.5346673871,0,31.0
17367,Bachelors,Skilled Manual,M,M,1,1,0,2,11.0432257895,0,52.0
17368,Graduate Degree,Skilled Manual,M,M,0,1,0,2,10.8896587619,0,28.0
17369,Graduate Degree,Management,F,M,1,2,0,2,11.5520788682,0,58.0
17370,Bachelors,Manual,F,M,0,0,2,2,10.2493795691,0,30.0
17371,Partial College,Manual,M,S,0,0,0,0,10.4472642764,0,19.0
17372,High School,Skilled Manual,M,S,1,1,0,0,10.9375435421,0,47.0
17373,High School,Skilled Manual,F,S,1,0,0,1,10.8660128047,0,49.0
17374,High School,Manual,M,M,1,1,0,2,10.4845852293,0,40.0
17375,Partial College,Skilled Manual,F,M,0,0,0,0,10.9486990645,0,23.0
17376,Partial High School,Manual,M,M,0,1,1,2,10.3231842429,0,34.0
17377,Partial High School,Skilled Manual,M,M,1,1,0,2,11.0169227701,1,40.0
17378,Partial College,Skilled Manual,F,M,0,1,0,0,10.9616944266,1,20.0
17379,Bachelors,Management,F,S,1,2,0,0,11.5505969017,1,48.0
17380,High School,Skilled Manual,F,M,0,1,0,0,10.9437819319,1,21.0
17381,Partial High School,Manual,M,M,1,1,0,3,10.3379935294,0,52.0
17382,Partial High School,Skilled Manual,F,S,0,0,0,0,10.9106970177,1,25.0
17383,Graduate Degree,Skilled Manual,F,S,1,0,0,1,10.8613999591,0,53.0
17384,High School,Manual,F,S,0,1,0,0,10.3377020739,0,41.0
17385,Partial College,Clerical,F,M,1,1,1,2,11.3073762221,1,46.0
17386,High School,Clerical,M,S,0,2,0,0,11.2957142823,0,24.0
17387,Partial College,Skilled Manual,M,S,0,1,0,0,10.8916895599,1,23.0
17388,Partial College,Clerical,F,M,1,2,0,2,11.3548671603,0,42.0
17389,Graduate Degree,Management,M,S,1,2,0,0,11.5819756681,0,30.0
17390,Bachelors,Clerical,M,M,1,0,1,1,11.2973531792,1,32.0
17391,Partial College,Clerical,M,S,1,2,0,0,11.3446724801,1,48.0
17392,Graduate Degree,Skilled Manual,M,M,0,2,1,1,10.9520689076,1,24.0
17393,Bachelors,Manual,F,M,0,0,1,1,10.3122472276,1,26.0
17394,High School,Skilled Manual,M,M,1,1,0,2,10.9449473097,1,49.0
17395,High School,Skilled Manual,M,S,1,1,0,0,10.9608437247,1,40.0
17396,Bachelors,Professional,M,M,1,0,2,2,11.8124002295,1,39.0
17397,Bachelors,Skilled Manual,M,M,1,2,0,1,11.035582972,0,40.0
17398,Graduate Degree,Professional,M,M,1,2,0,0,11.7768116477,1,27.0
17399,Bachelors,Management,F,S,1,1,0,0,11.6335843614,0,35.0
17400,Bachelors,Clerical,M,S,1,2,0,1,11.2664876979,0,55.0
17401,Bachelors,Skilled Manual,F,M,0,1,0,1,11.0285307794,0,29.0
17402,Bachelors,Management,M,M,1,2,0,0,11.5660870131,1,26.0
17403,Graduate Degree,Clerical,F,M,1,0,0,1,11.3441517207,1,33.0
17404,Partial College,Clerical,M,S,0,3,0,0,11.3227088239,0,33.0
17405,Partial High School,Manual,M,M,1,0,1,2,10.4643882289,0,48.0
17406,High School,Skilled Manual,M,S,1,0,0,0,10.9717265407,1,41.0
17407,Partial College,Clerical,M,S,1,1,0,0,11.2950679181,0,47.0
17408,Bachelors,Professional,F,M,1,2,1,2,11.8004850299,1,31.0
17409,High School,Skilled Manual,M,M,1,1,1,2,11.0267599329,1,39.0
17410,Partial College,Clerical,M,M,1,2,1,1,11.334910621,1,34.0
17411,Partial College,Management,F,S,0,2,0,0,11.5454797762,0,19.0
17412,Partial College,Management,M,S,1,0,0,0,11.550645052,1,41.0
17413,Partial High School,Manual,M,S,0,0,0,0,10.2674707262,0,26.0
17414,Partial College,Management,M,S,0,2,0,0,11.5758251439,1,20.0
17415,Partial College,Clerical,M,M,1,1,0,1,11.2989646232,0,33.0
17416,Graduate Degree,Clerical,F,S,0,3,0,0,11.3776897637,0,27.0
17417,Graduate Degree,Skilled Manual,F,M,1,1,0,1,10.9769871404,1,30.0
17418,Bachelors,Manual,F,M,0,1,0,1,10.2430977178,0,28.0
17419,Bachelors,Management,F,M,1,1,1,1,11.5783479703,1,34.0
17420,Bachelors,Management,F,M,1,0,0,2,11.6175827334,1,31.0
17421,Partial High School,Manual,M,S,0,0,0,0,10.4716382429,0,40.0
17422,Bachelors,Professional,F,M,1,3,1,2,11.7898599889,1,50.0
17423,Partial College,Manual,F,S,0,0,0,0,10.3195628398,1,29.0
17424,Bachelors,Clerical,F,S,0,1,0,0,11.3132664798,0,24.0
17425,Bachelors,Skilled Manual,M,M,1,1,1,1,10.968887707,1,30.0
17426,Partial College,Management,F,S,1,2,0,0,11.5479643696,1,35.0
17427,Partial College,Manual,M,M,1,0,1,2,10.2293681813,0,51.0
17428,Partial High School,Skilled Manual,F,M,1,2,1,2,10.8612080942,1,39.0
17429,Bachelors,Clerical,M,M,0,1,0,0,11.3364030605,0,22.0
17430,Partial High School,Manual,M,M,0,0,1,1,10.2789744371,0,24.0
17431,Partial College,Clerical,M,S,0,3,0,0,11.3222249021,1,31.0
17432,Bachelors,Clerical,F,M,1,2,0,2,11.3202383711,1,39.0
17433,Bachelors,Skilled Manual,M,M,1,2,0,2,10.8757048287,0,52.0
17434,Bachelors,Professional,M,M,1,2,0,2,11.8052592016,1,31.0
17435,Graduate Degree,Manual,F,S,0,1,0,0,10.2122581898,0,35.0
17436,High School,Manual,M,M,1,1,0,2,10.2251724215,0,44.0
17437,High School,Manual,F,M,1,0,1,2,10.3575840821,1,48.0
17438,Graduate Degree,Manual,F,M,0,0,1,2,10.337442931,1,24.0
17439,Graduate Degree,Manual,F,M,0,1,1,1,10.1560733945,0,25.0
17440,Partial College,Clerical,M,S,1,3,0,0,11.3755696256,1,37.0
17441,Bachelors,Management,M,M,1,2,0,2,11.5565020621,0,31.0
17442,Graduate Degree,Professional,M,S,0,2,0,0,11.8221072533,1,23.0
17443,High School,Manual,M,M,1,1,1,2,10.3087526406,0,49.0
17444,High School,Skilled Manual,F,S,1,0,0,0,10.9923356597,1,43.0
17445,Partial College,Management,M,M,1,1,0,1,11.5812567843,0,36.0
17446,Graduate Degree,Clerical,F,M,1,3,1,1,11.3592729943,1,27.0
17447,Partial College,Management,M,M,1,3,0,2,11.5427269562,1,40.0
17448,Partial College,Skilled Manual,F,S,0,1,0,0,10.8637568916,0,26.0
17449,Partial College,Skilled Manual,M,S,1,0,0,1,11.0003650039,1,64.0
17450,Partial College,Clerical,M,S,0,2,0,0,11.2655788687,0,32.0
17451,High School,Skilled Manual,F,S,0,1,0,0,10.9434285188,0,20.0
17452,Bachelors,Skilled Manual,F,M,1,0,1,2,11.0262882617,1,53.0
17453,Bachelors,Skilled Manual,M,M,1,2,2,2,11.0391065668,1,51.0
17454,Partial College,Management,M,S,0,2,0,0,11.5961538622,1,20.0
17455,Partial College,Skilled Manual,M,S,0,1,0,0,11.0422816308,1,36.0
17456,Bachelors,Skilled Manual,F,M,1,0,1,2,10.980961322,1,39.0
17457,High School,Clerical,F,S,0,1,0,0,11.3110295748,0,29.0
17458,Partial College,Skilled Manual,M,S,0,1,0,0,10.9916116991,0,20.0
17459,Graduate Degree,Skilled Manual,M,M,1,1,1,2,10.932892661,0,37.0
17460,Graduate Degree,Clerical,M,M,1,3,1,1,11.3128634731,1,27.0
17461,Partial High School,Manual,M,M,1,1,1,2,10.3111502442,0,47.0
17462,High School,Manual,M,M,1,0,0,3,10.4332624985,1,52.0
17463,Graduate Degree,Management,F,S,0,3,0,0,11.5661533868,1,25.0
17464,Partial High School,Manual,F,S,0,1,0,0,10.2951579496,0,40.0
17465,High School,Clerical,M,S,1,1,0,0,11.2731061426,1,40.0
17466,High School,Manual,F,M,1,1,2,2,10.3894568003,1,43.0
17467,Partial College,Manual,F,S,0,1,0,0,10.1900565057,0,33.0
17468,Partial College,Clerical,F,M,1,1,0,2,11.3554409006,0,36.0
17469,Graduate Degree,Manual,F,M,0,0,1,2,10.2492734251,0,25.0
17470,Partial College,Clerical,M,S,1,3,0,0,11.3673793263,1,34.0
17471,Partial College,Clerical,M,M,1,1,0,2,11.2652842821,0,32.0
17472,Partial High School,Skilled Manual,M,M,0,1,0,0,10.8853225496,0,19.0
17473,Partial College,Skilled Manual,M,M,1,0,1,2,10.8962021443,1,39.0
17474,High School,Skilled Manual,M,M,1,1,0,2,10.9370278445,0,45.0
17475,Partial High School,Manual,F,S,0,1,0,0,10.3479810476,0,21.0
17476,High School,Skilled Manual,M,M,1,2,1,2,10.8961280276,1,41.0
17477,Partial High School,Manual,F,M,1,0,0,3,10.341193946,0,79.0
17478,Bachelors,Skilled Manual,M,S,1,2,0,1,10.9640517736,0,50.0
17479,Bachelors,Manual,M,M,1,0,0,1,10.4405655474,0,37.0
17480,High School,Skilled Manual,M,S,0,0,0,0,10.9608610932,1,21.0
17481,Bachelors,Clerical,M,M,0,2,0,0,11.2671400094,1,23.0
17482,Graduate Degree,Manual,F,M,0,0,0,2,10.3266943421,0,30.0
17483,Partial College,Clerical,F,S,1,0,0,0,11.3459613763,1,48.0
17484,Partial College,Manual,F,S,0,1,0,0,10.4678349857,0,28.0
17485,Bachelors,Management,F,S,1,2,0,0,11.6294721811,0,33.0
17486,Graduate Degree,Clerical,F,M,1,0,0,2,11.293338083,1,38.0
17487,Partial High School,Manual,F,S,0,1,0,0,10.43031447,0,32.0
17488,Partial College,Clerical,F,S,1,3,1,1,11.2476048348,1,53.0
17489,High School,Manual,F,S,0,1,0,0,10.4298124397,0,20.0
17490,Partial College,Clerical,F,M,1,3,0,2,11.2594902179,1,41.0
17491,Graduate Degree,Clerical,M,M,1,1,0,1,11.282228458,0,30.0
17492,Bachelors,Professional,F,S,1,2,0,0,11.8226649737,1,30.0
17493,High School,Skilled Manual,M,M,0,1,0,0,11.034550897,0,22.0
