,City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,age,year,month,day
17506,Bendigo,Victoria,Australia,1967-07-17,High School,Clerical,M,S,1,0,0,1,82718,1,50.8,49.0,1967,7,17
17507,Cloverdale,South Australia,Australia,1990-03-09,Bachelors,Management,M,M,1,2,0,0,103574,0,50.91,27.0,1990,3,9
17508,Burbank,California,United States,1965-10-19,Bachelors,Clerical,F,S,1,1,1,1,80902,0,53.21,51.0,1965,10,19
17509,Kassel,Hessen,Germany,1974-06-01,Partial College,Manual,F,M,1,1,1,2,26878,0,49.58,42.0,1974,6,1
17510,Melbourne,Victoria,Australia,1993-01-26,Bachelors,Clerical,M,M,0,1,0,0,79524,0,50.33,24.0,1993,1,26
17511,Burlingame,California,United States,1972-03-07,Partial High School,Manual,F,S,1,0,0,0,36304,0,49.86,45.0,1972,3,7
17512,Billericay,England,United Kingdom,1983-07-03,Bachelors,Clerical,M,M,1,2,1,1,78918,1,59.36,33.0,1983,7,3
17513,Darmstadt,Hessen,Germany,1989-04-08,Graduate Degree,Skilled Manual,M,M,0,1,0,2,61533,0,49.08,27.0,1989,4,8
17514,Beaverton,Oregon,United States,1978-08-24,Partial College,Skilled Manual,M,S,0,1,0,0,51677,0,59.05,38.0,1978,8,24
17515,Palo Alto,California,United States,1983-02-20,Graduate Degree,Management,F,S,1,2,0,0,102658,0,53.72,34.0,1983,2,20
17516,Imperial Beach,California,United States,1981-10-27,Bachelors,Clerical,M,S,1,1,0,0,83092,1,55.14,35.0,1981,10,27
17517,Townsville,Queensland,Australia,1985-05-03,Bachelors,Management,M,S,1,1,0,0,107146,1,55.38,31.0,1985,5,3
17518,Lane Cove,New South Wales,Australia,1983-11-05,Bachelors,Management,F,S,1,1,0,0,103645,0,53.28,33.0,1983,11,5
17519,St. Leonards,New South Wales,Australia,1999-04-12,Partial College,Clerical,M,M,0,0,0,0,84582,1,50.17,17.0,1999,4,12
17520,Solingen,Nordrhein-Westfalen,Germany,1985-03-25,Partial High School,Skilled Manual,M,S,0,2,0,0,57840,1,56.31,31.0,1985,3,25
17521,Bendigo,Victoria,Australia,1975-08-13,Partial College,Skilled Manual,M,M,1,1,1,1,58244,1,57.71,41.0,1975,8,13
17522,Paris La Defense,Hauts de Seine,France,1995-09-02,Partial College,Skilled Manual,M,S,0,1,0,0,56884,0,51.07,21.0,1995,9,2
17523,Tremblay-en-France,Seine Saint Denis,France,1982-07-17,Graduate Degree,Management,M,S,1,0,0,0,105690,1,59.72,34.0,1982,7,17
17524,Burien,Washington,United States,1959-09-21,Graduate Degree,Manual,F,S,1,1,0,1,33509,0,49.3,57.0,1959,9,21
17525,Yakima,Washington,United States,1989-10-25,Graduate Degree,Clerical,F,M,1,3,1,2,79830,1,51.47,27.0,1989,10,25
17526,Bellingham,Washington,United States,1979-09-27,Graduate Degree,Manual,M,M,1,1,2,2,34684,1,51.76,37.0,1979,9,27
17527,Haney,British Columbia,Canada,1983-06-25,Graduate Degree,Skilled Manual,F,M,1,0,1,2,57391,1,50.27,33.0,1983,6,25
17528,Coffs Harbour,New South Wales,Australia,1980-04-17,Partial College,Clerical,M,M,1,3,2,2,85928,1,55.93,36.0,1980,4,17
17529,London,England,United Kingdom,1967-08-12,Partial High School,Manual,M,M,1,1,1,2,29072,0,50.34,49.0,1967,8,12
17530,Ballard,Washington,United States,1988-06-16,Bachelors,Professional,F,M,1,3,0,1,132987,1,51.84,28.0,1988,6,16
17531,Eilenburg,Brandenburg,Germany,1981-01-19,Graduate Degree,Management,F,M,1,1,0,1,102317,1,51.35,36.0,1981,1,19
17532,Concord,California,United States,1965-10-02,Bachelors,Skilled Manual,F,S,1,1,1,1,53470,0,49.87,51.0,1965,10,2
17533,Burlingame,California,United States,1981-03-12,Partial College,Management,F,M,1,1,1,1,106694,1,54.64,36.0,1981,3,12
17534,Croix,Nord,France,1991-03-02,High School,Skilled Manual,M,M,0,0,0,1,51977,1,48.43,26.0,1991,3,2
17535,Burien,Washington,United States,1960-07-09,Bachelors,Clerical,M,M,1,1,1,2,81167,1,53.91,56.0,1960,7,9
17536,Matraville,New South Wales,Australia,2000-12-04,Partial College,Skilled Manual,M,S,0,1,0,0,58963,1,47.96,16.0,2000,12,4
17537,Townsville,Queensland,Australia,1977-04-02,Partial College,Clerical,M,S,1,3,0,0,82778,1,59.59,39.0,1977,4,2
17538,Lebanon,Oregon,United States,1995-10-19,High School,Skilled Manual,M,S,0,1,0,0,54260,1,49.04,21.0,1995,10,19
17539,Milwaukie,Oregon,United States,1987-09-24,Partial College,Skilled Manual,F,S,0,1,0,0,60659,0,49.52,29.0,1987,9,24
17540,Darlinghurst,New South Wales,Australia,1978-12-01,Bachelors,Management,M,M,1,3,2,2,109601,1,53.74,38.0,1978,12,1
17541,Burbank,California,United States,1969-11-05,Bachelors,Management,F,M,1,2,0,2,105888,1,50.44,47.0,1969,11,5
17542,Bury,England,United Kingdom,1983-03-28,High School,Clerical,M,S,0,1,0,0,87376,1,59.57,33.0,1983,3,28
17543,Braunschweig,Nordrhein-Westfalen,Germany,1993-05-23,Bachelors,Clerical,F,M,0,3,0,0,77214,0,49.84,23.0,1993,5,23
17544,Cliffside,British Columbia,Canada,1968-12-16,High School,Clerical,F,S,1,3,0,0,79000,1,50.03,48.0,1968,12,16
17545,Spring Valley,California,United States,1989-09-09,Graduate Degree,Management,M,S,0,2,0,0,108270,1,51.83,27.0,1989,9,9
17546,Corvallis,Oregon,United States,1968-05-20,Partial College,Manual,F,S,1,1,0,0,35960,0,46.92,48.0,1968,5,20
17547,Colombes,Hauts de Seine,France,1984-04-02,High School,Skilled Manual,M,S,0,2,0,0,59301,0,58.74,32.0,1984,4,2
17548,Port Hammond,British Columbia,Canada,1972-02-27,Partial College,Manual,F,M,1,0,1,2,26925,0,48.12,45.0,1972,2,27
17549,Burbank,California,United States,1992-09-05,Graduate Degree,Management,M,M,1,2,0,0,107943,0,51.95,24.0,1992,9,5
17550,Glendale,California,United States,1999-03-19,Partial College,Skilled Manual,M,S,0,0,0,0,59438,1,52.68,17.0,1999,3,19
17551,Warrnambool,Victoria,Australia,1978-03-14,Bachelors,Manual,M,M,1,1,1,2,26059,0,51.61,39.0,1978,3,14
17552,East Brisbane,Queensland,Australia,1987-08-13,Bachelors,Clerical,M,M,1,0,0,1,87392,1,49.89,29.0,1987,8,13
17553,Ballard,Washington,United States,1973-10-25,Partial High School,Skilled Manual,F,M,1,2,0,2,50963,0,48.54,43.0,1973,10,25
17554,York,England,United Kingdom,1986-08-01,Graduate Degree,Professional,F,M,1,3,1,2,137960,1,53.0,30.0,1986,8,1
17555,San Gabriel,California,United States,1980-12-17,Graduate Degree,Professional,M,S,1,2,0,0,137553,1,56.39,36.0,1980,12,17
17556,Townsville,Queensland,Australia,1967-02-25,Partial College,Manual,M,M,1,0,1,2,28297,0,49.48,50.0,1967,2,25
17557,Perth,South Australia,Australia,1979-03-06,Bachelors,Professional,M,S,1,2,0,0,132784,1,54.5,38.0,1979,3,6
17558,Newcastle upon Tyne,England,United Kingdom,1976-04-20,High School,Skilled Manual,F,S,1,1,0,0,55878,0,50.07,40.0,1976,4,20
17559,Berlin,Hamburg,Germany,1993-03-03,Partial High School,Skilled Manual,F,S,0,2,0,0,60185,1,50.9,24.0,1993,3,3
17560,Rhodes,New South Wales,Australia,1976-09-19,High School,Skilled Manual,M,M,1,0,0,1,58797,1,51.48,40.0,1976,9,19
17561,Marysville,Washington,United States,1994-03-10,Partial College,Skilled Manual,M,S,0,0,0,0,54924,0,48.56,23.0,1994,3,10
17562,Münster,Saarland,Germany,1995-11-28,High School,Skilled Manual,M,S,0,0,0,0,52996,0,48.15,21.0,1995,11,28
17563,Edmonds,Washington,United States,1966-06-02,High School,Clerical,F,M,1,3,1,2,84214,1,51.64,50.0,1966,6,2
17564,Lynnwood,Washington,United States,1977-11-12,High School,Manual,F,S,0,0,0,0,34591,1,46.81,39.0,1977,11,12
17565,Newport Beach,California,United States,1988-08-24,Bachelors,Skilled Manual,F,S,0,0,0,0,54696,1,50.0,28.0,1988,8,24
17566,Milton Keynes,England,United Kingdom,1978-01-23,Partial College,Clerical,F,M,1,1,1,2,77640,0,53.61,39.0,1978,1,23
17567,Sydney,New South Wales,Australia,1976-01-24,High School,Skilled Manual,F,S,1,2,0,0,59173,1,51.23,41.0,1976,1,24
17568,Lavender Bay,New South Wales,Australia,1970-05-10,Partial High School,Manual,M,S,1,0,0,0,26243,0,52.35,46.0,1970,5,10
17569,National City,California,United States,1963-03-22,Graduate Degree,Manual,F,M,1,1,0,2,32865,0,46.22,53.0,1963,3,22
17570,San Diego,California,United States,1974-03-06,Partial High School,Manual,F,S,0,1,0,0,28655,0,48.52,43.0,1974,3,6
17571,Shawnee,British Columbia,Canada,1984-07-21,Bachelors,Professional,F,S,1,1,0,0,133456,0,54.97,32.0,1984,7,21
17572,Hervey Bay,Queensland,Australia,1977-11-23,High School,Skilled Manual,M,S,1,1,0,0,59165,1,60.25,39.0,1977,11,23
17573,Rockhampton,Queensland,Australia,1995-04-10,Bachelors,Skilled Manual,M,S,0,0,0,0,58563,1,52.38,21.0,1995,4,10
17574,Beaverton,Oregon,United States,1984-11-03,Partial College,Management,M,M,1,3,0,2,107961,1,55.64,32.0,1984,11,3
17575,Santa Monica,California,United States,1979-08-11,Graduate Degree,Clerical,F,S,1,0,0,0,77360,0,53.02,37.0,1979,8,11
17576,Royal Oak,British Columbia,Canada,1977-10-23,Bachelors,Skilled Manual,F,M,1,2,1,1,55652,1,53.06,39.0,1977,10,23
17577,Haney,British Columbia,Canada,1993-11-25,Partial College,Manual,M,S,0,1,0,0,37020,0,45.98,23.0,1993,11,25
17578,Gold Coast,Queensland,Australia,1980-06-26,Partial College,Skilled Manual,M,M,1,1,0,2,59553,0,49.43,36.0,1980,6,26
17579,Oregon City,Oregon,United States,1982-11-12,Partial College,Clerical,M,M,1,2,1,1,82253,1,61.89,34.0,1982,11,12
17580,Daly City,California,United States,1997-10-16,Partial High School,Manual,F,M,0,1,0,0,31431,0,46.03,19.0,1997,10,16
17581,Wollongong,New South Wales,Australia,1982-08-26,Bachelors,Professional,M,S,1,3,0,0,132297,1,57.31,34.0,1982,8,26
17582,Shawnee,British Columbia,Canada,2000-10-15,High School,Clerical,F,M,0,1,0,0,86835,0,50.16,16.0,2000,10,15
17583,Paris,Seine (Paris),France,1976-02-28,Partial College,Clerical,F,M,1,3,1,2,81600,1,52.93,41.0,1976,2,28
17584,Chatou,Yveline,France,1983-08-03,Partial College,Manual,M,S,0,0,0,0,27565,0,48.34,33.0,1983,8,3
17585,Lille,Nord,France,1996-06-02,Partial High School,Skilled Manual,F,S,0,0,0,0,61365,1,53.13,20.0,1996,6,2
17586,Port Hammond,British Columbia,Canada,1968-05-11,High School,Manual,F,M,1,1,0,2,26915,0,44.88,48.0,1968,5,11
17587,Langford,British Columbia,Canada,1968-05-13,High School,Manual,M,M,1,1,2,2,34024,1,51.69,48.0,1968,5,13
17588,Fremont,California,United States,1982-03-19,Partial College,Clerical,M,M,1,1,0,2,77476,1,55.23,34.0,1982,3,19
17589,Coronado,California,United States,1984-05-03,Graduate Degree,Management,F,M,1,2,1,2,102436,1,51.97,32.0,1984,5,3
17590,Hervey Bay,Queensland,Australia,1985-11-12,Bachelors,Clerical,M,M,1,1,0,1,77922,1,50.2,31.0,1985,11,12
17591,Coffs Harbour,New South Wales,Australia,1987-12-16,Bachelors,Manual,F,M,0,0,1,1,29798,0,47.03,29.0,1987,12,16
17592,Leipzig,Nordrhein-Westfalen,Germany,1986-04-19,High School,Skilled Manual,M,M,1,1,0,1,60918,1,53.17,30.0,1986,4,19
17593,Hervey Bay,Queensland,Australia,1977-02-10,High School,Skilled Manual,F,S,1,1,0,0,52537,0,49.66,40.0,1977,2,10
17594,Santa Cruz,California,United States,1989-05-04,Bachelors,Management,F,M,1,2,2,2,107094,1,55.65,27.0,1989,5,4
17595,Saint-Denis,Seine Saint Denis,France,1994-08-17,Partial High School,Skilled Manual,F,S,0,0,0,0,58358,1,52.5,22.0,1994,8,17
17596,San Francisco,California,United States,1990-01-05,Bachelors,Clerical,M,M,1,1,1,1,85181,1,52.61,27.0,1990,1,5
17597,Port Orchard,Washington,United States,1989-05-01,Bachelors,Management,F,S,0,3,0,0,110576,1,54.97,27.0,1989,5,1
17598,Paris,Seine (Paris),France,1996-03-04,High School,Skilled Manual,F,S,0,1,0,0,59682,0,52.82,21.0,1996,3,4
17599,Lemon Grove,California,United States,1978-10-05,Graduate Degree,Professional,M,S,1,3,0,0,137979,1,58.03,38.0,1978,10,5
17600,Yakima,Washington,United States,1978-11-20,Bachelors,Professional,M,S,1,2,0,0,135089,1,55.63,38.0,1978,11,20
17601,Paris,Seine (Paris),France,1988-11-02,Graduate Degree,Management,M,M,1,3,1,2,105615,1,55.83,28.0,1988,11,2
17602,Kirkland,Washington,United States,1991-11-23,Graduate Degree,Clerical,F,M,1,1,1,2,83121,1,50.73,25.0,1991,11,23
17603,Burlingame,California,United States,1964-03-04,Partial High School,Skilled Manual,F,M,1,0,0,2,60117,0,48.76,53.0,1964,3,4
17604,Oregon City,Oregon,United States,1999-06-27,Bachelors,Clerical,F,S,0,2,0,0,77974,0,54.18,17.0,1999,6,27
17605,Coronado,California,United States,1977-04-12,High School,Skilled Manual,F,S,1,1,0,0,60322,0,52.37,39.0,1977,4,12
17606,Puyallup,Washington,United States,1983-01-01,Partial College,Skilled Manual,F,S,0,2,0,0,51586,1,48.06,34.0,1983,1,1
17607,Tremblay-en-France,Seine Saint Denis,France,1990-07-04,Bachelors,Professional,F,S,1,0,0,0,131811,1,56.14,26.0,1990,7,4
17608,Darlinghurst,New South Wales,Australia,1985-09-19,Bachelors,Clerical,F,S,0,2,0,0,84132,0,50.44,31.0,1985,9,19
17609,Burien,Washington,United States,1986-05-24,Graduate Degree,Professional,M,M,1,0,2,2,131628,1,59.54,30.0,1986,5,24
17610,Lemon Grove,California,United States,1973-04-23,Graduate Degree,Management,F,S,1,2,0,0,111844,0,51.07,43.0,1973,4,23
17611,Warrington,England,United Kingdom,1986-01-02,High School,Skilled Manual,M,S,0,0,0,0,54787,1,52.3,31.0,1986,1,2
17612,Redwood City,California,United States,1972-11-14,Partial High School,Skilled Manual,M,M,1,2,1,2,55697,1,59.38,44.0,1972,11,14
17613,Port Macquarie,New South Wales,Australia,1991-08-19,High School,Skilled Manual,M,M,0,2,1,1,52870,1,52.22,25.0,1991,8,19
17614,Hawthorne,Queensland,Australia,1981-01-17,Partial College,Clerical,M,M,1,2,0,2,81127,0,56.17,36.0,1981,1,17
17615,Rockhampton,Queensland,Australia,1983-08-18,Bachelors,Manual,F,S,0,1,0,0,27987,0,49.1,33.0,1983,8,18
17616,Melton,Victoria,Australia,1980-04-06,Partial College,Skilled Manual,M,S,0,1,0,0,58943,0,51.52,36.0,1980,4,6
17617,Mill Valley,California,United States,1985-11-04,Graduate Degree,Clerical,M,M,1,1,1,1,78376,1,58.88,31.0,1985,11,4
17618,San Diego,California,United States,1968-08-23,Bachelors,Management,M,M,1,2,1,2,104830,1,57.75,48.0,1968,8,23
17619,Burien,Washington,United States,1984-03-16,Bachelors,Professional,M,M,1,0,1,2,138041,1,57.5,32.0,1984,3,16
17620,Oxford,England,United Kingdom,1972-05-14,Partial College,Clerical,F,M,1,3,1,2,80503,1,52.99,44.0,1972,5,14
17621,Marysville,Washington,United States,1972-10-26,Partial High School,Manual,M,M,1,1,1,2,31536,0,51.01,44.0,1972,10,26
17622,Stoke-on-Trent,England,United Kingdom,1998-03-20,Partial College,Skilled Manual,M,S,0,1,0,0,56124,0,51.63,18.0,1998,3,20
17623,Malabar,New South Wales,Australia,1990-07-09,Graduate Degree,Skilled Manual,F,M,0,1,0,2,58090,0,48.18,26.0,1990,7,9
17624,Lynnwood,Washington,United States,1977-04-11,Partial High School,Skilled Manual,M,M,1,0,1,2,53193,1,50.52,39.0,1977,4,11
17625,Melbourne,Victoria,Australia,1980-02-19,Partial College,Skilled Manual,M,S,0,0,0,0,59715,1,53.17,37.0,1980,2,19
17626,Burlingame,California,United States,1966-07-11,Bachelors,Management,F,M,1,1,1,2,107670,1,52.66,50.0,1966,7,11
17627,Long Beach,California,United States,1954-07-20,Graduate Degree,Manual,M,S,1,0,1,1,28699,0,50.44,62.0,1954,7,20
17628,Corvallis,Oregon,United States,1984-02-24,Bachelors,Management,F,M,1,1,0,2,106917,0,50.98,33.0,1984,2,24
17629,Los Angeles,California,United States,1974-07-04,Partial College,Clerical,F,M,1,2,1,2,79393,1,54.4,42.0,1974,7,4
17630,Lavender Bay,New South Wales,Australia,1979-05-18,Bachelors,Clerical,M,S,1,1,0,0,77427,0,52.03,37.0,1979,5,18
17631,High Wycombe,England,United Kingdom,1981-05-16,Graduate Degree,Clerical,M,S,1,3,0,0,86463,1,56.31,35.0,1981,5,16
17632,Oakland,California,United States,1976-11-15,Partial College,Management,F,M,1,2,1,2,108322,1,53.71,40.0,1976,11,15
17633,Bellingham,Washington,United States,1974-05-20,Partial High School,Skilled Manual,M,S,1,2,0,0,60952,1,48.84,42.0,1974,5,20
17634,Beaverton,Oregon,United States,1973-05-07,High School,Skilled Manual,F,M,1,1,2,2,58624,1,51.25,43.0,1973,5,7
17635,Lemon Grove,California,United States,1968-11-18,High School,Skilled Manual,M,S,1,1,0,0,55401,0,51.68,48.0,1968,11,18
17636,Downey,California,United States,1999-08-25,Partial College,Clerical,M,M,0,1,0,0,84581,0,50.57,17.0,1999,8,25
17637,Berks,England,United Kingdom,1985-10-15,Bachelors,Manual,F,M,0,1,0,2,26853,0,44.93,31.0,1985,10,15
17638,Wollongong,New South Wales,Australia,1985-04-09,Bachelors,Manual,M,M,0,1,0,1,30827,1,50.64,31.0,1985,4,9
17639,Neunkirchen,Saarland,Germany,1986-05-11,Bachelors,Management,M,M,1,2,1,2,112699,1,51.02,30.0,1986,5,11
17640,Berkeley,California,United States,1978-10-18,Bachelors,Professional,F,M,1,2,1,2,135571,1,53.25,38.0,1978,10,18
17641,Sedro Woolley,Washington,United States,1981-11-02,High School,Manual,F,S,0,0,0,0,30595,1,46.06,35.0,1981,11,2
17642,Paris,Seine (Paris),France,1995-11-01,Partial High School,Skilled Manual,M,M,0,2,0,0,58998,1,48.75,21.0,1995,11,1
17643,Lebanon,Oregon,United States,1985-05-03,Graduate Degree,Clerical,F,M,1,2,1,1,84640,1,51.03,31.0,1985,5,3
17644,Coronado,California,United States,1979-02-07,Graduate Degree,Skilled Manual,M,S,0,1,0,0,52742,1,56.68,38.0,1979,2,7
17645,Langley,British Columbia,Canada,1966-12-02,Bachelors,Skilled Manual,F,M,1,1,2,2,55870,1,48.72,50.0,1966,12,2
17646,Oxon,England,United Kingdom,1973-07-14,Bachelors,Skilled Manual,M,M,1,2,0,2,55264,1,48.37,43.0,1973,7,14
17647,Oakland,California,United States,1975-08-18,High School,Manual,M,S,0,0,0,0,28759,0,56.53,41.0,1975,8,18
17648,Cheltenham,England,United Kingdom,1978-06-20,Bachelors,Management,F,M,1,2,1,2,106072,1,52.39,38.0,1978,6,20
17649,Cheltenham,England,United Kingdom,1989-06-20,Graduate Degree,Management,F,S,0,3,0,0,101885,1,52.0,27.0,1989,6,20
17650,Edmonds,Washington,United States,1981-04-21,Partial College,Clerical,F,M,1,3,0,1,85584,1,50.22,35.0,1981,4,21
17651,National City,California,United States,1997-04-09,Partial College,Clerical,M,M,0,1,0,0,84914,0,50.02,19.0,1997,4,9
17652,Cranbourne,Victoria,Australia,1985-08-27,Bachelors,Manual,M,M,0,0,2,2,29606,0,50.41,31.0,1985,8,27
17653,Shawnee,British Columbia,Canada,1995-03-07,Partial College,Management,M,S,0,2,0,0,112181,1,51.15,22.0,1995,3,7
17654,Lake Oswego,Oregon,United States,1994-09-25,High School,Skilled Manual,M,S,0,2,0,0,56828,0,52.89,22.0,1994,9,25
17655,Fremont,California,United States,1993-06-20,Bachelors,Clerical,F,S,0,0,0,0,77284,0,51.03,23.0,1993,6,20
17656,Burlingame,California,United States,1985-07-15,Bachelors,Professional,F,S,1,3,0,0,137920,1,56.18,31.0,1985,7,15
17657,N. Vancouver,British Columbia,Canada,1962-04-15,Graduate Degree,Professional,M,M,1,2,1,2,131204,1,55.22,54.0,1962,4,15
17658,Beverly Hills,California,United States,1980-11-23,Partial College,Skilled Manual,M,M,1,2,0,1,51750,1,49.2,36.0,1980,11,23
17659,Burien,Washington,United States,1991-11-03,Graduate Degree,Professional,F,M,1,0,0,2,128126,1,51.83,25.0,1991,11,3
17660,Hobart,Tasmania,Australia,1985-01-16,Bachelors,Clerical,F,M,1,2,1,1,76796,1,51.78,32.0,1985,1,16
17661,Hamburg,Hamburg,Germany,1983-05-16,Bachelors,Professional,F,M,1,3,1,2,131942,1,55.53,33.0,1983,5,16
17662,Coronado,California,United States,1990-04-22,Graduate Degree,Professional,M,M,1,2,0,0,134989,1,51.66,26.0,1990,4,22
17663,Cergy,Val d'Oise,France,1963-10-04,Partial College,Management,F,M,1,2,1,2,108801,1,51.77,53.0,1963,10,4
17664,Redwood City,California,United States,1993-05-19,Partial College,Clerical,M,S,0,3,0,0,80955,1,50.93,23.0,1993,5,19
17665,W. Linn,Oregon,United States,1972-07-09,Partial College,Manual,F,M,1,0,2,2,33686,1,50.62,44.0,1972,7,9
17666,Stoke-on-Trent,England,United Kingdom,1982-04-27,Partial College,Clerical,F,M,1,3,1,1,78522,1,54.44,34.0,1982,4,27
17667,Lavender Bay,New South Wales,Australia,1998-02-09,Bachelors,Professional,F,M,1,3,0,0,127916,1,51.92,19.0,1998,2,9
17668,Silverwater,New South Wales,Australia,1983-06-27,Bachelors,Clerical,M,M,1,2,0,1,83899,1,50.82,33.0,1983,6,27
17669,York,England,United Kingdom,1987-09-24,Bachelors,Clerical,M,S,0,3,0,0,80328,1,49.78,29.0,1987,9,24
17670,Seattle,Washington,United States,1969-04-08,Partial College,Management,M,M,1,2,1,2,106597,1,56.37,47.0,1969,4,8
17671,North Sydney,New South Wales,Australia,1966-05-27,Partial College,Clerical,M,M,1,2,1,2,78797,1,53.32,50.0,1966,5,27
17672,Downey,California,United States,1973-04-16,Partial College,Clerical,F,M,1,1,0,2,85411,0,50.73,43.0,1973,4,16
17673,Hamburg,Hamburg,Germany,1995-07-13,High School,Clerical,M,S,0,2,0,0,80741,1,54.52,21.0,1995,7,13
17674,Sunbury,Victoria,Australia,1988-08-02,Bachelors,Clerical,M,S,0,0,0,0,81268,1,54.29,28.0,1988,8,2
17675,Cambridge,England,United Kingdom,1972-03-01,Partial College,Clerical,F,M,1,1,1,1,82026,1,50.67,45.0,1972,3,1
17676,London,England,United Kingdom,1958-09-26,Graduate Degree,Management,F,S,1,3,1,1,111830,1,51.25,58.0,1958,9,26
17677,West Covina,California,United States,1975-11-20,High School,Clerical,F,M,1,2,0,2,87502,1,50.43,41.0,1975,11,20
17678,Oak Bay,British Columbia,Canada,1991-10-20,Graduate Degree,Clerical,F,M,1,1,1,2,77231,1,50.2,25.0,1991,10,20
17679,Novato,California,United States,1986-03-02,Graduate Degree,Clerical,F,S,0,1,0,0,80811,0,50.6,31.0,1986,3,2
17680,London,England,United Kingdom,1991-06-18,Partial College,Management,M,S,0,2,0,0,113250,1,54.58,25.0,1991,6,18
17681,Seattle,Washington,United States,1970-06-11,Partial College,Skilled Manual,M,M,1,1,0,2,58245,1,49.44,46.0,1970,6,11
17682,Kirkby,England,United Kingdom,1987-06-02,Bachelors,Management,M,S,1,1,0,0,103262,0,52.65,29.0,1987,6,2
17683,Spokane,Washington,United States,1967-02-18,Bachelors,Skilled Manual,F,S,1,1,1,1,51569,0,49.98,50.0,1967,2,18
17684,Hamburg,Hamburg,Germany,1979-07-05,Graduate Degree,Professional,F,S,1,2,0,0,138098,0,52.34,37.0,1979,7,5
17685,Solingen,Nordrhein-Westfalen,Germany,1997-09-27,Partial College,Skilled Manual,F,S,0,1,0,0,60151,0,51.68,19.0,1997,9,27
17686,Haney,British Columbia,Canada,1993-05-03,Partial College,Clerical,F,S,0,2,0,0,87038,0,50.38,23.0,1993,5,3
17687,Les Ulis,Essonne,France,1986-11-15,Bachelors,Skilled Manual,M,S,0,1,0,0,57042,0,57.85,30.0,1986,11,15
